Days Since,Date,Boulder Name,Area,Sub Area,V Grade,Euro Grade,Stars,Soft/Hard,Flash,Attempts,Minutes,Sessions,8a.nu Points,Final Time,Comment,FA,Athletic,Cruxy,Slopey,Crimpy,Sharp,Technical,Power,Endurance,Overhang,Vertical,Slab,Roof,Scary
2486,2018-08-13,"""Teatime""","""Rocklands""","""Kliphuis Campground - Campground""",9.0,"""7C""",55,,,20,60,1,900,15:30:00,"""DESCRIPTORS: CRUXY | OVERHANG |

20 Attempts | 60 Minutes | 1 Sessions

Session #1 on 2018-08-13 at 14:30:00. 20 attempts, over 60 minutes. 
	Took me 45 minutes to do the bottom (Teapot), and then 15 to do the top. Flashed the crux section in isolation, took a few tries to have the juice from the ground though.""",,,"""CRUXY""",,,,,,,"""OVERHANG""",,,,
2486,2018-08-13,"""Brick Shithouse""","""Rocklands""","""Kliphuis Campground - Campground""",5.0,"""6C""",55,"""SOFT""","""FLASH""",1,1,1,650,16:01:00,"""DESCRIPTORS: VERTICAL |

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-08-13 at 16:00:00. 1 attempts, over 1 minutes. 
	Surprisingly fun (and soft) vertical climb hidden away right by the Teapot boulder.""",,,,,,,,,,,"""VERTICAL""",,,
2486,2018-08-13,"""Dynamic Duo""","""Rocklands""","""Kliphuis Campground - Campground""",5.0,"""6C""",40,"""BOUNTY EXTRA SOFT""","""FLASH""",1,1,1,650,16:06:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-08-13 at 16:05:00. 1 attempts, over 1 minutes. 
	First time I've given a Bounty Extra Soft out to a 6C but my god this was easy (and bad). Good for upping the Rocklands count though (this was #90 for the trip).""",,,,,,,,,,,,,,
2486,2018-08-13,"""Three Musketeers""","""Rocklands""","""Kliphuis Campground - Campground""",7.5,"""7B""",60,,,20,45,1,800,16:55:00,"""DESCRIPTORS: ATHLETIC | SLOPEY | VERTICAL |

20 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2018-08-13 at 16:10:00. 20 attempts, over 45 minutes. 
	Cool sloper and a pretty fun thrutch-dyno thingy to the hole. Was painfully close multiple times and almost thought I was gooing to leave empty handed. Felt great to finally get deep enough in the hold to stay on the wall :).""",,"""ATHLETIC""",,"""SLOPEY""",,,,,,,"""VERTICAL""",,,
2486,2018-08-13,"""Who's Your Daddy?!""","""Rocklands""","""Kliphuis Campground - Campground""",0.0,"""5A""",35,,"""FLASH""",1,1,1,300,17:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-08-13 at 17:00:00. 1 attempts, over 1 minutes. 
	I'm Daddy!""",,,,,,,,,,,,,,
2487,2018-08-12,"""Toit""","""Rocklands""","""The Pass - Roadcrew""",4.0,"""6B""",30,,,3,10,1,500,11:55:00,"""DESCRIPTORS:

3 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2018-08-12 at 11:45:00. 3 attempts, over 10 minutes. 
	I'll say ""Noice"" and she'll say ""Toit"" and then 6 months later we'll be on The Amazing Race together. This boulder was bad, but the quoted episode of Brooklyn 99 was pretty good!""",,,,,,,,,,,,,,
2487,2018-08-12,"""Hill Start""","""Rocklands""","""The Pass - Roadcrew""",6.0,"""7A""",50,,,4,15,1,700,12:30:00,"""DESCRIPTORS: POWER |

4 Attempts | 15 Minutes | 1 Sessions

Session #1 on 2018-08-12 at 12:15:00. 4 attempts, over 15 minutes. 
	Tricky to avoid dabbing, but a fun little power problem!""",,,,,,,,"""POWER""",,,,,,
2487,2018-08-12,"""Direct Contact""","""Rocklands""","""The Pass - Roadcrew""",6.0,"""7A""",35,,"""FLASH""",1,1,1,750,12:46:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-08-12 at 12:45:00. 1 attempts, over 1 minutes. 
	Wasn't positive which problem in this cave was Direct Contact, so I just did em all. They were all not very good, but I sure mastered that topout by the end of it.""",,,,,,,,,,,,,,
2489,2018-08-10,"""Bonin Forever""","""Rocklands""","""8 Day Rain""",4.0,"""6B""",45,,,2,5,1,502,12:05:00,"""DESCRIPTORS:

2 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2018-08-10 at 12:00:00. 2 attempts, over 5 minutes. 
	First ride on the bone train! Did a super sweet reverse inside toe hook on the traverse. Sickest streetshoe move to date.""",,,,,,,,,,,,,,
2489,2018-08-10,"""Vlad the Impaler""","""Rocklands""","""8 Day Rain""",9.0,"""7C""",55,,,25,90,1,900,13:45:00,"""DESCRIPTORS: CRUXY | POWER |

25 Attempts | 90 Minutes | 1 Sessions

Session #1 on 2018-08-10 at 12:15:00. 25 attempts, over 90 minutes. 
	Weird problem. Looking back I thought it was fun, but I don't really remember having any fun doing the problem. Mackenzie with some key pad shuffling. Thanks for keeping me alive!""",,,"""CRUXY""",,,,,"""POWER""",,,,,,
2489,2018-08-10,"""Bonin for Life""","""Rocklands""","""8 Day Rain""",5.0,"""6C""",35,"""HARD""",,30,45,1,600,14:45:00,"""DESCRIPTORS:

30 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2018-08-10 at 14:00:00. 30 attempts, over 45 minutes. 
	So strange. Got shut down for 30+ minutes, not doing a single move, because I kept trying stranger and stranger methods. Should have just stuck with the straightforward basic method from the beginning. TOTALLY BONED.""",,,,,,,,,,,,,"""ROOF""",
2489,2018-08-10,"""Big Bonin""","""Rocklands""","""8 Day Rain""",6.0,"""7A""",35,"""HARD""",,15,45,1,700,15:15:00,"""DESCRIPTORS:

15 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2018-08-10 at 14:30:00. 15 attempts, over 45 minutes. 
	Another area classic at BONELAND. What an intricate problem; involving breaking holds, heeling on an old bird's nest, and groveling over a lip 3 feet off the ground for the topout.""",,,,,,,,,,,,,"""ROOF""",
2489,2018-08-10,"""Totally Bonin""","""Rocklands""","""8 Day Rain""",6.0,"""7A""",40,,,5,10,1,700,15:25:00,"""DESCRIPTORS:

5 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2018-08-10 at 15:15:00. 5 attempts, over 10 minutes. 
	Thought there was finally a fun/decent line in the BONE CAVE, but alas, the topout was still exceptionally strange. Overall, the Bonin Cave is...10/10, would return immediately. Best cave in the world, hands DOWN.""",,,,,,,,,,,,,"""ROOF""",
2489,2018-08-10,"""Umbrella""","""Rocklands""","""8 Day Rain""",5.0,"""6C""",35,,,2,5,1,602,15:35:00,"""DESCRIPTORS:

2 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2018-08-10 at 15:30:00. 2 attempts, over 5 minutes. 
	Nice line Robyn Fenty! Couldn't do it in my streetshoes. Had a lot of trouble in climbing shoes. Apparently the problem that climbs into this is Monkey Business...I KNEW it looked hard.""",,,,,,,,,,,,,,
2490,2018-08-09,"""Boerwors""","""Rocklands""","""de Pakhuys - Plateau""",4.0,"""6B""",60,,"""FLASH""",1,1,1,550,13:01:00,"""DESCRIPTORS: ATHLETIC |

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-08-09 at 13:00:00. 1 attempts, over 1 minutes. 
	Practice dyno before flailing all over Hole in One.""",,"""ATHLETIC""",,,,,,,,,,,,
2490,2018-08-09,"""Slave Battle""","""Rocklands""","""de Pakhuys - Plateau""",5.0,"""6C""",65,,,5,15,1,600,16:15:00,"""DESCRIPTORS:

5 Attempts | 15 Minutes | 1 Sessions

Session #1 on 2018-08-09 at 16:00:00. 5 attempts, over 15 minutes. 
	Pretty sick! Didn't stab into the slot, instead did a toe hook and crossed.""",,,,,,,,,,,,,,
2490,2018-08-09,"""Running out of Machetes""","""Rocklands""","""de Pakhuys - Plateau""",4.0,"""6B""",30,,,3,5,1,500,16:35:00,"""DESCRIPTORS:

3 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2018-08-09 at 16:30:00. 3 attempts, over 5 minutes. 
	One of the worst problems I've done in Rocklands, but I wanted to do a 3rd problem today and I was already at this boulder.""",,,,,,,,,,,,,,
2492,2018-08-07,"""The Reckoning""","""Rocklands""","""8 Day Rain""",5.0,"""6C""",65,"""SOFT""",,2,5,1,602,13:05:00,"""DESCRIPTORS: SLAB |

2 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2018-08-07 at 13:00:00. 2 attempts, over 5 minutes. 
	Way sick! Climbing slab is so fun, I just wish I was better at it.""",,,,,,,,,,,,"""SLAB""",,
2492,2018-08-07,"""The Beckoning""","""Rocklands""","""8 Day Rain""",4.0,"""6B""",50,,"""FLASH""",1,1,1,550,13:16:00,"""DESCRIPTORS: OVERHANG |

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-08-07 at 13:15:00. 1 attempts, over 1 minutes. 
	Climbs like a gym problem, mostly in a good way.""",,,,,,,,,,"""OVERHANG""",,,,
2492,2018-08-07,"""Bushoning""","""Rocklands""","""8 Day Rain""",9.0,"""7C""",55,"""BOUNTY EXTRA SOFT""",,3,10,1,900,13:40:00,"""DESCRIPTORS: ATHLETIC | OVERHANG |

3 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2018-08-07 at 13:30:00. 3 attempts, over 10 minutes. 
	What a strange experience. This went from ""this looks impossible"" to ""I'm going to flash!"" to ""*backsplat* how am I going to do this?"" to ""wow that was fun!"" all in the span of 3 attempts. Fun heel over the head move for the match. Just needed Mackenzie to spot to have the confidence to try that move.""",,"""ATHLETIC""",,,,,,,,"""OVERHANG""",,,,
2492,2018-08-07,"""Bushwhacker""","""Rocklands""","""8 Day Rain""",8.0,"""7B+""",45,"""BOUNTY EXTRA SOFT""",,3,10,1,850,13:55:00,"""DESCRIPTORS: OVERHANG |

3 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2018-08-07 at 13:45:00. 3 attempts, over 10 minutes. 
	Dab crux, and not even that hard of one once I found the heel. Probably the least fun and least intuitive problem on the boulder.""",,,,,,,,,,"""OVERHANG""",,,,
2492,2018-08-07,"""The Beckoning Sit Start""","""Rocklands""","""8 Day Rain""",6.0,"""7A""",50,"""HARD""",,10,45,1,700,14:45:00,"""DESCRIPTORS: OVERHANG |

10 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2018-08-07 at 14:00:00. 10 attempts, over 45 minutes. 
	After doing Bushoning/Bushwhacker I decided to try and do every line on the boulder. Unfortunately I left this and an odd V3 slab for the last two problems. This one turned out to be semi-fun (despite being brutally hard for 7A), but the 6A SSlab Race (supposedly the easiest problem) foiled my attempt to complete the boulder. Damn.""",,,,,,,,,,"""OVERHANG""",,,,
2493,2018-08-06,"""Lord Greystoke""","""Rocklands""","""Kliphuis Campground - Campground""",7.5,"""7B""",65,"""SOFT""",,3,5,1,800,14:05:00,"""DESCRIPTORS: ATHLETIC |

3 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2018-08-06 at 14:00:00. 3 attempts, over 5 minutes. 
	Stoked to do a hard-ish dyno with no skin repercussions! This is probably also good practice for the upcoming Hole In One day with Caitlin.""",,"""ATHLETIC""",,,,,,,,,,,,
2493,2018-08-06,"""Ron Ron et Caramel""","""Rocklands""","""Kliphuis Campground - Campground""",10.0,"""7C+""",60,,,80,270,3,950,16:30:00,"""DESCRIPTORS: SLOPEY | CRIMPY | TECHNICAL | POWER |

80 Attempts | 270 Minutes | 3 Sessions

Session #1 on 2018-06-29 at 12:00:00. 10 attempts, over 30 minutes. 
	Only did the first move

Session #2 on 2018-07-28 at 13:00:00. 30 attempts, over 120 minutes. 
	Climbed it from a move in; still having trouble sticking the first move.

Session #3 on 2018-08-06 at 14:30:00. 40 attempts, over 120 minutes. 
	Who knew this was gonna be something I was excited enough to go back to multiple times! Always thought it was kinda dorky and lame, but damn, it was actually quite fun. I really liked everything but the first move, and even the first move had its fun moments. Shoutout to the Euros who showed up and told me I did a good job. Shoutout to George Ron Ron Martin. Shoutout to Buzz the Cadbury Martian, I'm sorry I forgot to bring you today :(.""",,,,"""SLOPEY""","""CRIMPY""",,"""TECHNICAL""","""POWER""",,,,,,
2496,2018-08-03,"""The Venerable Yorgi""","""Rocklands""","""The Pass - Roadside""",5.5,"""6C+""",50,"""HARD""",,10,45,1,650,10:45:00,"""DESCRIPTORS:

10 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2018-08-03 at 10:00:00. 10 attempts, over 45 minutes. 
	ZOMG ZOMG ZOMG NO DYNO METHOD!!!!! All about that sweet heel-toe cam.""",,,,,,,,,,,,,,
2496,2018-08-03,"""Winnie""","""Rocklands""","""The Pass - Cedar Rouge""",9.0,"""7C""",65,,,8,45,1,900,13:45:00,"""DESCRIPTORS: CRUXY | TECHNICAL | OVERHANG |

8 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2018-08-03 at 13:00:00. 8 attempts, over 45 minutes. 
	Nice boulder with fun heelhook/toehook bicycle thingy. Fun times with C^2 and Buzz the Cadbury Martian.""",,,"""CRUXY""",,,,"""TECHNICAL""",,,"""OVERHANG""",,,,
2496,2018-08-03,"""The X-Intercepts""","""Rocklands""","""The Pass - Roadside""",5.5,"""6C+""",55,,,2,5,1,652,15:05:00,"""DESCRIPTORS: ATHLETIC |

2 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2018-08-03 at 15:00:00. 2 attempts, over 5 minutes. 
	Sick lowball dyno! How had I never seen this one before?""",,"""ATHLETIC""",,,,,,,,,,,,
2496,2018-08-03,"""The Secret to Olive's Preserve Cupboard""","""Rocklands""","""The Pass - Roadside""",7.5,"""7B""",60,"""SOFT""",,10,30,1,800,16:30:00,"""DESCRIPTORS: OVERHANG |

10 Attempts | 30 Minutes | 1 Sessions

Session #1 on 2018-08-03 at 16:00:00. 10 attempts, over 30 minutes. 
	Awesome pinch/pocket combo. The pocket reminded me of Egghead Arete at the good ol' CRSP. Wish I could have used the low part of the pinch, but Caitlin was right, the high pinch is superior.""",,,,,,,,,,"""OVERHANG""",,,,
2496,2018-08-03,"""The Secret to Olive's Preserve Cupboard Direct""","""Rocklands""","""The Pass - Roadside""",6.0,"""7A""",50,,,5,15,1,700,16:45:00,"""DESCRIPTORS: OVERHANG |

5 Attempts | 15 Minutes | 1 Sessions

Session #1 on 2018-08-03 at 16:30:00. 5 attempts, over 15 minutes. 
	Damn. I wish this one used the pinch again. Ah well, it was still okay.""",,,,,,,,,,"""OVERHANG""",,,,
2497,2018-08-02,"""Has Fred Nicole Done This?""","""Rocklands""","""The Pass - Rhino Boulders""",2.0,"""5C""",75,,,10,15,2,370,10:15:00,"""DESCRIPTORS: VERTICAL |

10 Attempts | 15 Minutes | 2 Sessions

Session #1 on 2018-07-28 at 10:00:00. 9 attempts, over 14 minutes. 
	Still just an undone project. Need to return in climbing shoes to FIRE THE RIG!

Session #2 on 2018-08-02 at 10:14:00. 1 attempts, over 1 minutes. 
	Had to put on climbing shoes to FIRE THE RIG!""","""FA""",,,,,,,,,,"""VERTICAL""",,,
2497,2018-08-02,"""The Stimulator""","""Rocklands""","""The Pass - The Section""",8.0,"""7B+""",60,,,34,134,2,850,12:29:00,"""DESCRIPTORS: CRUXY | TECHNICAL | POWER | ENDURANCE | SCARY |

34 Attempts | 134 Minutes | 2 Sessions

Session #1 on 2018-07-27 at 13:00:00. 5 attempts, over 15 minutes. 
	Got swarmed by 8 people (with 1 pad?!) after trying to make it clear I did not want company, and then left in disgust.

Session #2 on 2018-08-02 at 10:30:00. 29 attempts, over 119 minutes. 
	Good not great. Stoked on using a cool toe jam/toe hook combo for the crux. Overall I was hoping it would be a little bit more fun, but some of those holds are just too big and feel kinda scary (in a de-glove potential).""",,,"""CRUXY""",,,,"""TECHNICAL""","""POWER""","""ENDURANCE""",,,,"""ROOF""","""SCARY"""
2500,2018-07-30,"""White Mazda Clan""","""Rocklands""","""Lower Pakhuis - Riverside""",10.0,"""7C+""",50,"""HARD""",,70,390,5,950,11:30:00,"""DESCRIPTORS: ATHLETIC | CRUXY | CRIMPY | TECHNICAL | POWER |

70 Attempts | 390 Minutes | 5 Sessions

Session #1 on 2014-08-27 at 12:00:00. 5 attempts, over 15 minutes. 
	Tried briefly in the rain with Keenan before he went to Mooiste

Session #2 on 2018-06-23 at 15:00:00. 15 attempts, over 45 minutes. 
	Tried after Slaps for Nini

Session #3 on 2018-07-07 at 11:00:00. 30 attempts, over 180 minutes. 
	Fell after doing the last move and holding it

Session #4 on 2018-07-09 at 11:00:00. 5 attempts, over 60 minutes. 
	Felt like shit. British guys were back.

Session #5 on 2018-07-30 at 10:00:00. 15 attempts, over 90 minutes. 
	Jesus Christ it's finally over. I should have finished like 40 attempts, 3 sessions, and 3+ hours ago, but punted past where anybody should reasonably fall and had a hell of a time getting back. Finally got the body positioning a little more dialed today and kept it together post-crux, even with the tape on my finger slipping off. Glad I don't have to go back.""",,"""ATHLETIC""","""CRUXY""",,"""CRIMPY""",,"""TECHNICAL""","""POWER""",,,,,"""ROOF""",
2500,2018-07-30,"""Mr. Pink""","""Rocklands""","""Lower Pakhuis - Champsite""",7.0,"""7A+""",55,,,35,80,2,750,13:20:00,"""DESCRIPTORS:

35 Attempts | 80 Minutes | 2 Sessions

Session #1 on 2018-07-11 at 15:30:00. 30 attempts, over 60 minutes. 
	UGH WHAT A MESS

Session #2 on 2018-07-30 at 13:00:00. 5 attempts, over 20 minutes. 
	Apparently this boulder is 10x harder when it's hot and in the sun; who knew!?""",,,,,,,,,,,,,,
2500,2018-07-30,"""Alpin Rocker""","""Rocklands""","""de Pakhuys - Arch Valley""",3.0,"""6A""",55,"""SOFT""","""FLASH""",1,1,1,450,17:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-07-30 at 17:00:00. 1 attempts, over 1 minutes. 
	Good for working on my slab/highball skills.""",,,,,,,,,,,,,,
2500,2018-07-30,"""You Say Party, I Say Die""","""Rocklands""","""de Pakhuys - Plateau""",8.0,"""7B+""",60,"""SOFT""",,4,10,1,850,18:10:00,"""DESCRIPTORS: ATHLETIC |

4 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2018-07-30 at 18:00:00. 4 attempts, over 10 minutes. 
	Probably the most fun I've had on a Rocklands boulder. So glad I kept checking the water levels every time I was at the Plateau. Finally found this thing relatively safe and capitalized.""",,"""ATHLETIC""",,,,,,,,,,,,
2500,2018-07-30,"""Our Week of Bliss""","""Rocklands""","""de Pakhuys - Plateau""",5.5,"""6C+""",40,,,5,20,1,650,18:45:00,"""DESCRIPTORS:

5 Attempts | 20 Minutes | 1 Sessions

Session #1 on 2018-07-30 at 18:25:00. 5 attempts, over 20 minutes. 
	I had a goal to do 3 problems tonight. It was dark and I had only done 2, so I tried this. It turned out to be a pump fest and pretty hard at the end, not the best recipe for a tired boy in the dark. Mackenzie used some sweet dual iPhone flashlights to help illuminate the boulder, huge assist there.""",,,,,,,,,,,,,,
2501,2018-07-29,"""Run, Forest, Run!""","""Rocklands""","""The Coop""",3.0,"""6A""",70,,,3,3,1,400,10:03:00,"""DESCRIPTORS:

3 Attempts | 3 Minutes | 1 Sessions

Session #1 on 2018-07-29 at 10:00:00. 3 attempts, over 3 minutes. 
	Now THIS is Scott Noy's best FA. What a fun problem!""",,,,,,,,,,,,,,
2501,2018-07-29,"""Chicken Hunter""","""Rocklands""","""The Coop""",5.0,"""6C""",50,"""SOFT""","""FLASH""",1,1,1,650,10:31:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-07-29 at 10:30:00. 1 attempts, over 1 minutes. 
	Didn't want to traverse out so did the direct dyno thingy instead. Pretty fun, even if the dyno isn't much of a dyno.""",,,,,,,,,,,,,,
2501,2018-07-29,"""Ganja Babe""","""Rocklands""","""The Coop""",7.5,"""7B""",45,"""HARD""",,5,30,1,800,11:30:00,"""DESCRIPTORS:

5 Attempts | 30 Minutes | 1 Sessions

Session #1 on 2018-07-29 at 11:00:00. 5 attempts, over 30 minutes. 
	This boulder almost has it all! A near comlete trifecta featuring an awkward landing zone, awkward climbing, and semi-awkward topout. Still it was kinda fun.""",,,,,,,,,,,,,,
2501,2018-07-29,"""Paddington Bear""","""Rocklands""","""The Coop""",7.0,"""7A+""",55,"""HARD""",,10,60,1,750,12:30:00,"""DESCRIPTORS: TECHNICAL |

10 Attempts | 60 Minutes | 1 Sessions

Session #1 on 2018-07-29 at 11:30:00. 10 attempts, over 60 minutes. 
	Interesting problem. Used a toe hook on the first move, no heel hooks despite it technically being compression, and had to make an awkward thrutch to get the last hold. Looks better than it climbs, but decently fun all around.""",,,,,,,"""TECHNICAL""",,,,,,,
2501,2018-07-29,"""Distance""","""Rocklands""","""The Coop""",9.0,"""7C""",50,,,40,120,2,900,14:30:00,"""DESCRIPTORS: CRUXY |

40 Attempts | 120 Minutes | 2 Sessions

Session #1 on 2018-07-26 at 13:00:00. 20 attempts, over 60 minutes. 
	Way too many strangers climbed with me on this. I felt very uncomfortable; thank god Conor and Caitlin stuck around and kept me company.

Session #2 on 2018-07-29 at 13:30:00. 20 attempts, over 60 minutes. 
	Another one move wonder where the one move isn't that fun. Glad I practice the rest of the problem before sticking the first move so I didn't fuck it up. After today, probanly not gonna go back to the Coop anytime soon.""",,,"""CRUXY""",,,,,,,,,,,
2502,2018-07-28,"""Has Nalle Done This?""","""Rocklands""","""The Pass - Rhino Boulders""",1.0,"""5B""",60,,,2,5,1,322,10:05:00,"""DESCRIPTORS: VERTICAL |

2 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2018-07-28 at 10:00:00. 2 attempts, over 5 minutes. 
	Groundbreaking FA on the Rhino Boulder! This is the pinnacle of climbing; nothing could ever feel better! Climb the Rhino but just top out immediately (to the right). Can't wait to finish the left side direct next time, so much cleaner, so much taller, so much sicker!""","""FA""",,,,,,,,,,"""VERTICAL""",,,
2503,2018-07-27,"""Koevoet""","""Rocklands""","""de Pakhuys - Roadkill Cafe""",8.0,"""7B+""",60,,,20,120,2,850,17:30:00,"""DESCRIPTORS: ENDURANCE | OVERHANG |

20 Attempts | 120 Minutes | 2 Sessions

Session #1 on 2018-07-24 at 16:30:00. 20 attempts, over 60 minutes. 
	Fell on the lip encounter twice.

Session #2 on 2018-07-27 at 16:30:00. 0 attempts, over 60 minutes. 
	English: The Crowbar. Pretty sweet boulder, but a little disappointed it took me so long to figure out. Then I kept falling on the last move, which is pretty devastating after doing the first 10+ moves. Finally changed my beta, called my shot (I said, ""I'm gonna finish it""), and then almost botched the easy topout. Nice job Scott Noy, think this is probably your best FA!""",,,,,,,,,"""ENDURANCE""","""OVERHANG""",,,,
2504,2018-07-26,"""South African Railways""","""Rocklands""","""The Coop""",7.5,"""7B""",45,"""HARD""",,30,120,1,800,16:30:00,"""DESCRIPTORS: CRUXY | TECHNICAL | OVERHANG |

30 Attempts | 120 Minutes | 1 Sessions

Session #1 on 2018-07-26 at 14:30:00. 30 attempts, over 120 minutes. 
	Holy shit this was hard. Legit hardest thing I've ever done in a session. Crazy fucked up beta (mostly thanks to Caitlin) and a difficult footcut at the top. Today was not my favorite introduction to The Coop (way too many people), but I can see why people like it.""",,,"""CRUXY""",,,,"""TECHNICAL""",,,"""OVERHANG""",,,,
2506,2018-07-24,"""Weichei""","""Rocklands""","""de Pakhuys - Plateau""",10.0,"""7C+""",55,"""SOFT""",,40,120,4,950,9:30:00,"""DESCRIPTORS: TECHNICAL | OVERHANG |

40 Attempts | 120 Minutes | 4 Sessions

Session #1 on 2014-08-31 at 10:00:00. 5 attempts, over 15 minutes. 
	Tried briefly on last day in Rocklands

Session #2 on 2018-06-22 at 17:00:00. 15 attempts, over 45 minutes. 
	Tried with Caitlin

Session #3 on 2018-07-14 at 12:00:00. 15 attempts, over 45 minutes. 
	Tried with Caitlin. Got pretty close to doing it.

Session #4 on 2018-07-24 at 09:15:00. 5 attempts, over 15 minutes. 
	What a convenient boulder. Felt way nicer in the morning when it was still relatively cool out instead of in the midday heat.""",,,,,,,"""TECHNICAL""",,,"""OVERHANG""",,,,
2506,2018-07-24,"""Minki""","""Rocklands""","""de Pakhuys - Plateau""",7.5,"""7B""",55,"""SOFT""",,10,45,1,800,10:45:00,"""DESCRIPTORS: TECHNICAL | OVERHANG |

10 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2018-07-24 at 10:00:00. 10 attempts, over 45 minutes. 
	I executed my beta perfectly on every go! No mistakes were made! Jk jk jk, I needed constant supervision from my superiors (Catilin and Conor) to make sure I didn't mess up constantly.""",,,,,,,"""TECHNICAL""",,,"""OVERHANG""",,,,
2506,2018-07-24,"""Free Hugs""","""Rocklands""","""de Pakhuys - Roadkill Cafe""",7.0,"""7A+""",50,"""SOFT""",,3,10,1,750,15:10:00,"""DESCRIPTORS:

3 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2018-07-24 at 15:00:00. 3 attempts, over 10 minutes. 
	Shoulda flashed! Instead I used the wrong hold, tried to pull throw, blew off it and punched myself in the chest, straight ballin.""",,,,,,,,,,,,,,
2507,2018-07-23,"""Internet Stroll""","""Rocklands""","""The Realm""",3.0,"""6A""",50,,"""FLASH""",1,1,1,450,11:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2018-07-23 at 11:00:00. 1 attempts, over 1 minutes. 
	FIRST PROBLEM AT THE REALM! Fuck that hike though for real; way too far, way too hot, and the problems are just okay.""",,,,,,,,,,,,,,
2507,2018-07-23,"""Hot Day Hangout""","""Rocklands""","""The Realm""",5.0,"""6C""",55,,,2,5,1,602,11:35:00,"""DESCRIPTORS:

2 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2018-07-23 at 11:30:00. 2 attempts, over 5 minutes. 
	Kinda sketchy in the streetshoes! But not as bad as I made it look. I cut my feet for style, not for sketchiness.""",,,,,,,,,,,,,,
2507,2018-07-23,"""Shagadelic Finn""","""Rocklands""","""The Realm""",6.0,"""7A""",50,,,4,20,1,700,12:20:00,"""DESCRIPTORS:

4 Attempts | 20 Minutes | 1 Sessions

Session #1 on 2018-07-23 at 12:00:00. 4 attempts, over 20 minutes. 
	Total limit in the streetshoes. Right before we were bombarded by the mega crew featuring Shirtless Music Bro, my new #1.""",,,,,,,,,,,,,,
2507,2018-07-23,"""Boss Man""","""Rocklands""","""The Realm""",6.0,"""7A""",50,"""SOFT""",,2,2,1,702,14:02:00,"""DESCRIPTORS:

2 Attempts | 2 Minutes | 1 Sessions

Session #1 on 2018-07-23 at 14:00:00. 2 attempts, over 2 minutes. 
	First move crux. Shoutout to Conor for his ""come on Daddy"" words of encouragement.""",,,,,,,,,,,,,,
2507,2018-07-23,"""Die Handlanger""","""Rocklands""","""The Realm""",5.0,"""6C""",40,"""HARD""",,5,15,1,600,14:15:00,"""DESCRIPTORS:

5 Attempts | 15 Minutes | 1 Sessions

Session #1 on 2018-07-23 at 14:00:00. 5 attempts, over 15 minutes. 
	Oh man I got pumped and topped this out like a beached whale champion. Good thing I wasn't dynamited off the beach like the classic viral video.""",,,,,,,,,,,,,,
2508,2018-07-22,"""Tiger Claw""","""Rocklands""","""Rhino Boulders""",5.0,"""6C""",65,,,2,2,1,602,13:02:00,"""DESCRIPTORS:

2 Attempts | 2 Minutes | 1 Sessions

Session #1 on 2018-07-22 at 13:00:00. 2 attempts, over 2 minutes. 
	Rest day and in the streetshoes. I'm getting noticeably better at this! Did this and the one net to it. Both felt about the same difficulty so I'm not sure which was what problem. Both were good. Neither made me feel like a tiger :(.""",,,,,,,,,,,,,,
2509,2018-07-21,"""Gargamel""","""Rocklands""","""Kleinfontein""",5.0,"""6C""",45,,,3,5,1,600,10:05:00,"""DESCRIPTORS:

3 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2018-07-21 at 10:00:00. 3 attempts, over 5 minutes. 
	Limit in the streetshoes!""",,,,,,,,,,,,,,
